,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
224,dict_values(['Ceará']),dict_values(['Tiago Nunes']),dict_values(['Internacional']),dict_values(['Diego Aguirre']),dict_values(['0']),dict_values(['0']),"dict_values([['João Ricardo Riedi', 'Igor', 'Messias', 'Bruno Pacheco', 'Airton', 'Fernando Sobral', 'Luiz Otávio', 'Marlon', 'Vinícius', 'Kelvyn', 'Cléber']])","dict_values([['Daniel', 'Yuri Alberto', 'Rodrigo Dourado', 'Rodrigo Lindoso', 'Moisés', 'Bruno Méndez', 'Gabriel Mercado', 'Renzo Saravia', 'Mauricio', 'Caio Vidal', 'Patrick']])","dict_values([['André Luiz', 'William Oliveira', 'Jael Ferreira', 'Gabriel Lacerda', 'Jorginho', 'Fábio Gonçalves', 'Geovane', 'Pedrinho', 'Rick', 'Lima', 'Gabriel Santos', 'Erick']])","dict_values([['Marcelo Lomba', 'Emerson Júnior', 'Kaique Rocha', 'Gustavo Maia', 'Matheus Cadorini', 'Paulo Victor', 'Johnny Cardoso', 'Zé Gabriel']])","dict_values([('Airton', 'Erick')])",59,"dict_values([('Fernando Sobral', 'Fábio Gonçalves')])",67,"dict_values([('Kelvyn', 'Lima')])",67,"dict_values([('Cléber', 'Jael Ferreira')])",88,dict_values([]),[],"dict_values([('Moisés', 'Paulo Victor')])",45,"dict_values([('Caio Vidal', 'Johnny Cardoso')])",61,"dict_values([('Mauricio', 'Gustavo Maia')])",61,dict_values([]),[],dict_values([]),[]
225,dict_values(['Atl']),dict_values(['Eduardo Barroca']),dict_values(['Atl']),dict_values(['Alberto Valentim']),dict_values(['0']),dict_values(['2']),"dict_values([['Fernando Miguel', 'Luis Eduardo Marques dos Santos', 'Wanderson', 'Eder', 'Willian Maranhão', 'Natanael', 'André Luis', 'Matheus Barbosa', 'Zé Roberto', 'João Paulo Alves', 'Ronald']])","dict_values([['Santos', 'Marcinho', 'Nikão', 'Abner', 'Guilherme Bissoli', 'Richard', 'Erick', 'Zé Ivaldo', 'Pedro Henrique', 'Lucas Fasson', 'David Terans']])","dict_values([['Luan Polli', 'Arnaldo', 'Lucas Oliveira', 'Pedrão', 'Arthur Henrique', 'Gabriel Baralhas', 'Rickson', 'Janderson', 'Brian Montenegro', 'Lucas Melão Lucão']])","dict_values([['Bento', 'Nicolás Hernández', 'Márcio Azevedo', 'Nicolas', 'Khellven', 'Léo Cittadini', 'Pedrinho', 'Pedro Rocha Neves', 'Fernando Canesin', 'Renato Kayser', 'Christian', 'Carlos Eduardo']])","dict_values([('Matheus Barbosa', 'Brian Montenegro')])",53,"dict_values([('André Luis', 'Janderson')])",53,"dict_values([('Willian Maranhão', 'Gabriel Baralhas')])",69,"dict_values([('Wanderson', 'Lucas Oliveira')])",69,"dict_values([('Zé Roberto', 'Lucas Melão Lucão')])",82,"dict_values([('Abner', 'Nicolas')])",40,"dict_values([('David Terans', 'Pedro Rocha Neves')])",51,"dict_values([('Erick', 'Léo Cittadini')])",76,"dict_values([('Guilherme Bissoli', 'Renato Kayser')])",77,"dict_values([('Marcinho', 'Khellven')])",77
226,dict_values(['Chapecoense']),dict_values(['Pintado']),dict_values(['Atlético']),dict_values(['Cuca']),dict_values(['2']),dict_values(['2']),"dict_values([['Keiller', 'Matheus Ribeiro', 'Moisés Ribeiro', 'Busanello', 'Bruno Silva', 'Mike', 'Ignácio', 'Renê Júnior', 'Geuvânio', 'Jordan', 'Denner']])","dict_values([['Éverson', 'Guga', 'Dodô', 'Hulk', 'Jair', 'Keno', 'Igor Rabello', 'Ignacio Fernández', 'Allan', 'Dylan Borrero', 'Nathan Silva']])","dict_values([['João Paulo', 'Alan Santos', 'Anselmo Ramon', 'Ronei', 'Marquinho', 'Ravanelli', 'Ezequiel', 'Lima', 'Derlan', 'Rodriguinho', 'Mancha', 'Kaio Nunes']])","dict_values([['Matheus Mendes', 'Rafael Pires', 'Réver', 'Eduardo Sasha', 'Hyoran', 'Nathan', 'Calebe', 'Tchê Tchê', 'Neto', 'Micael', 'Luis Otávio Echaporã']])","dict_values([('Geuvânio', 'Rodriguinho')])",45,"dict_values([('Renê Júnior', 'Ronei')])",62,"dict_values([('Moisés Ribeiro', 'Lima')])",73,"dict_values([('Bruno Silva', 'Anselmo Ramon')])",79,"dict_values([('Denner', 'Alan Santos')])",79,"dict_values([('Jair', 'Tchê Tchê')])",45,"dict_values([('Keno', 'Hyoran')])",64,"dict_values([('Igor Rabello', 'Eduardo Sasha')])",64,"dict_values([('Dodô', 'Calebe')])",81,"dict_values([('Dylan Borrero', 'Nathan')])",81
227,dict_values(['Bragantino']),dict_values(['Maurício Barbieri']),dict_values(['Flamengo']),dict_values(['Renato Gaúcho']),dict_values(['1']),dict_values(['1']),"dict_values([['Cleiton Schwengber', 'Leo Ortiz', 'Jadsom', 'Artur', 'Aderlan Silva', 'Fabrício Bruno', 'Ytalo', 'Eric Ramires', 'Bruno Praxedes', 'Tomás Cuello', 'Luan Cândido']])","dict_values([['Gabriel Batista', 'Rodrigo Caio', 'Léo Pereira', 'Willian Arão', 'Renê', 'Thiago Maia', 'Vitinho', 'Andreas Pereira', 'Pedro', 'Bruno Henrique', 'Matheuzinho']])","dict_values([['Júlio César', 'Leonardo Realpe', 'Edimar Fraga', 'Alerrandro', 'Helio Junio', 'Weverton', 'Natan', 'Weverson', 'Pedrinho', 'Gabriel Novaes', 'Cristiano Japa', 'Emiliano Martínez']])","dict_values([['César', 'Hugo Souza', 'Lázaro', 'Filipe Luís', 'Michael', 'Rodinei', 'Bruno Viana', 'Kenedy', 'João Gomes', 'Ramon', 'Cleiton', 'Vitor Gabriel']])","dict_values([('Bruno Praxedes', 'Helio Junio')])",77,"dict_values([('Leo Ortiz', 'Natan')])",77,dict_values([]),[],dict_values([]),[],dict_values([]),[],"dict_values([('Andreas Pereira', 'Michael')])",65,"dict_values([('Vitinho', 'Kenedy')])",77,dict_values([]),[],dict_values([]),[],dict_values([]),[]
228,dict_values(['América']),dict_values(['Vágner Mancini']),dict_values(['Palmeiras']),dict_values(['Abel Ferreira']),dict_values(['2']),dict_values(['1']),"dict_values([['MG', 'Matheus Cavichioli', 'Eduardo Gabriel', 'Juninho', 'Ademir Santos', 'Fabrício', 'Lucas Kal', 'Patric Cabral Lalau', 'Ale', 'Ricardo Silva', 'Marlon']])","dict_values([['Jailson', 'Renan', 'Benjamín Kuscevic', 'Patrick de Paula', 'Jorge', 'Rony', 'Luan Garcia', 'Raphael Veiga', 'Gabriel Menino', 'Felipe Melo', 'Dudu']])","dict_values([['Banco', 'Jori', 'Diego', 'Anderson Jesus', 'Alan Ruschel', 'Ribamar', 'Rodolfo', 'Felipe Azevedo', 'João Paulo', 'Chrigor Flore', 'Bruno Nazário', 'Juninho', 'Marcelo Toscano']])","dict_values([['Vinicius Silvestre', 'Mateus Oliveira', 'Luiz Adriano', 'Wesley', 'Gustavo Scarpa', 'Deyverson', 'Danilo Barbosa', 'Breno', 'Veron', 'García', 'Matheus Fernandes', 'Michel']])","dict_values([('Fabrício', 'Ribamar')])",45,"dict_values([('Mauro Zárate', 'Felipe Azevedo')])",56,"dict_values([('Ricardo Silva', 'Anderson Jesus')])",68,"dict_values([('Lucas Kal', 'Rodolfo')])",80,"dict_values([('Marlon', 'Alan Ruschel')])",80,"dict_values([('Raphael Veiga', 'Gustavo Scarpa')])",79,"dict_values([('Dudu', 'Veron')])",79,"dict_values([('Jorge', 'Wesley')])",79,"dict_values([('Rony', 'Deyverson')])",80,"dict_values([('Patrick de Paula', 'Danilo Barbosa')])",81
229,dict_values(['Fluminense']),dict_values(['Marcão']),dict_values(['Fortaleza']),dict_values(['Juan Pablo Vojvoda']),dict_values(['0']),dict_values(['2']),"dict_values([['Marcos Felipe', 'Luccas Claro', 'Nonato', 'Fred', 'Danilo Barcelos', 'Yago', 'Lucas Felipe Calegari', 'Nino', 'Luiz Henrique', 'André', 'Caio Paulista']])","dict_values([['Felipe Alves Raymundo', 'Guilherme Tinga', 'Marcelo', 'Lucas Crispim', 'Éderson', 'Ronald', 'Jussa', 'Ángelo Henríquez', 'Romarinho', 'Yago Pikachu', 'Titi']])","dict_values([['Muriel Becker', 'Samuel Xavier', 'Wellington Martins', 'Lucca', 'Juan Cazares', 'Raúl Bobadilla', 'Jhon Arias', 'Marlon', 'Abel Hernández', 'Gabriel Teixeira', 'Lucas Freitas', 'David Braz']])","dict_values([['Marcelo Boeck', 'Jackson de Souza', 'Robson', 'Wellington Paulista', 'Felipe', 'David', 'Edinho', 'Lucas Lima', 'Daniel Guedes', 'Bruno Melo', 'Valentín Depietri', 'Matheus de Vargas']])","dict_values([('Yago', 'Jhon Arias')])",9,"dict_values([('Caio Paulista', 'Gabriel Teixeira')])",61,"dict_values([('Gabriel Teixeira', 'Lucca')])",61,"dict_values([('Luiz Henrique', 'Raúl Bobadilla')])",70,"dict_values([('Nonato', 'Samuel Xavier')])",81,"dict_values([('Romarinho', 'Robson')])",45,"dict_values([('Ángelo Henríquez', 'David')])",45,"dict_values([('Éderson', 'Felipe')])",77,"dict_values([('Yago Pikachu', 'Edinho')])",89,dict_values([]),[]
230,dict_values(['Grêmio']),dict_values(['Luiz Felipe Scolari']),dict_values(['Cuiabá']),dict_values(['Jorginho']),dict_values(['2']),dict_values(['2']),"dict_values([['Brenno', 'Walter Kannemann', 'Thiago dos Santos', 'Jaminton Campaz', 'Douglas Costa', 'Rafinha', 'Lucas Silva', 'Alisson', 'Diego Souza', 'Vanderson', 'Ruan']])","dict_values([['Walter', 'João Lucas', 'Marllon Borges', 'Alan Empereur', 'Auremir', 'Lucas Hernández', 'Camilo', 'João Pedro Pepê', 'Jenison', 'Clayson', 'Max']])","dict_values([['Gabriel Chapecó', 'Ferreira', 'Bruno Cortez', 'Darlan Mendes', 'Diego Churín', 'Jhonata Robert', 'Rodrigues', 'Paulo Miranda', 'Guedes', 'Mateus Sarará', 'Victor Bobsin', 'Jean Pyerre']])","dict_values([['João Carlos', 'Lucas Ramon', 'Anderson Conceição', 'Yuri Oliveira Lima', 'Rafael Gava', 'Uillian Correia', 'Papagaio', 'Élton Rodrigues Brandão', 'Yesus Cabrera', 'Guilherme Pato', 'Jonathan Cafu', 'Felipe Marques']])","dict_values([('Diego Souza', 'Diego Churín')])",45,"dict_values([('Jaminton Campaz', 'Ferreira')])",45,"dict_values([('Thiago dos Santos', 'Jean Pyerre')])",70,"dict_values([('Alisson', 'Jhonata Robert')])",89,dict_values([]),[],"dict_values([('Camilo', 'Jonathan Cafu')])",65,"dict_values([('João Pedro Pepê', 'Rafael Gava')])",65,"dict_values([('Clayson', 'Felipe Marques')])",65,"dict_values([('Lucas Hernández', 'Lucas Ramon')])",79,"dict_values([('Jenison', 'Élton Rodrigues Brandão')])",89
231,dict_values(['São']),dict_values(['Hernán Crespo']),dict_values(['Santos']),dict_values(['Fábio Carille']),dict_values(['1']),dict_values(['1']),"dict_values([['Tiago Volpi', 'Luciano', 'Luan', 'Léo Pelé', 'Miranda', 'Rodrigo Nestor', 'Igor Gomes', 'Jonathan Calleri', 'Welington', 'Marquinhos', 'Emiliano Rigoni']])","dict_values([['João Paulo', 'Felipe Jonatan', 'Carlos Sánchez', 'Léo Baptistão', 'Marinho', 'Wagner', 'Vinicius', 'Marcos Guilherme', 'Vinicius Nelson', 'Guilherme Camacho', 'Emiliano Velázquez']])","dict_values([['Lucas Perri', 'Bruno Fabiano Alves', 'Diego', 'Reinaldo', 'Martín Benítez', 'Pablo', 'Liziero', 'Gabriel Neves', 'Shaylon', 'Gabriel', 'Éder', 'Juan Santos']])","dict_values([['Diogenes', 'Jandrei', 'Jobson', 'Raniel', 'Gabriel Pirani', 'Pará', 'Danilo Boza', 'Ângelo Borges', 'Lucas Braga', 'Jean Mota', 'Moraes', 'Diego Tardelli']])","dict_values([('Marquinhos', 'Gabriel')])",54,"dict_values([('Luan', 'Gabriel Neves')])",77,"dict_values([('Jonathan Calleri', 'Martín Benítez')])",84,"dict_values([('Rodrigo Nestor', 'Liziero')])",84,dict_values([]),[],"dict_values([('Wagner', 'Lucas Braga')])",63,"dict_values([('Léo Baptistão', 'Diego Tardelli')])",74,"dict_values([('Guilherme Camacho', 'Danilo Boza')])",78,"dict_values([('Carlos Sánchez', 'Gabriel Pirani')])",78,dict_values([]),[]
232,dict_values(['Sport']),dict_values(['Gustavo Florentín']),dict_values(['Corinthians']),dict_values(['Thiago Mendes']),dict_values(['1']),dict_values(['0']),"dict_values([['Mailson', 'Gustavo', 'José Welison', 'Rafael Thyere', 'José Sabino', 'Luciano Juba', 'Sander', 'Ewerton', 'Marcão Silva', 'Everton Felipe', 'Mikael']])","dict_values([['Cássio', 'Gil', 'Renato Augusto', 'Giuliano de Paula', 'Fagner', 'Víctor Cantillo', 'Fábio Santos', 'João Victor', 'Gabriel Pereira', 'Jô', 'Roger Guedes']])","dict_values([['Carlos Eduardo', 'Hayner', 'Santiago Tréllez', 'Leandro Barcia', 'Betinho', 'Chico', 'Cristiano', 'Flávio Souza', 'Pedro Victor', 'Paulinho Moccelin']])","dict_values([['Matheus Donelli', 'Gabriel', 'Lucas Piton', 'Luan Vieira', 'Gustavo Mosquito', 'Marquinhos', 'Adson', 'Gustavo Mantuan', 'Raul Bicalho', 'Du Queiroz', 'Xavier', 'Vitinho']])","dict_values([('Everton Felipe', 'Santiago Tréllez')])",58,"dict_values([('Luciano Juba', 'Paulinho Moccelin')])",63,"dict_values([('Rafael Thyere', 'Chico')])",77,"dict_values([('Gustavo', 'Leandro Barcia')])",78,dict_values([]),[],"dict_values([('Víctor Cantillo', 'Gustavo Mosquito')])",69,"dict_values([('Jô', 'Adson')])",69,"dict_values([('Gabriel Pereira', 'Luan Vieira')])",84,"dict_values([('Renato Augusto', 'Gustavo Mantuan')])",88,dict_values([]),[]
233,dict_values(['Atlético']),dict_values(['Cuca']),dict_values(['Ceará']),dict_values(['Tiago Nunes']),dict_values(['3']),dict_values(['1']),"dict_values([['Éverson', 'Guga', 'Réver', 'Dodô', 'Hulk', 'Jair', 'Keno', 'Federico Zaracho', 'Allan', 'Dylan Borrero', 'Nathan Silva']])","dict_values([['Richard', 'Igor', 'Messias', 'Bruno Pacheco', 'Airton', 'Fernando Sobral', 'Luiz Otávio', 'Geovane', 'Vinícius', 'Lima', 'Cléber']])","dict_values([['Rafael Pires', 'Igor Rabello', 'Eduardo Sasha', 'Diego Costa', 'Hyoran', 'Nathan', 'Ignacio Fernández', 'Calebe', 'Tchê Tchê', 'Neto', 'Micael', 'Luis Otávio Echaporã']])","dict_values([['João Ricardo Riedi', 'William Oliveira', 'Jael Ferreira', 'Stiven Mendoza', 'Gabriel Lacerda', 'Jorginho', 'Fábio Gonçalves', 'Pedrinho', 'Rick', 'Kelvyn', 'Gabriel Santos', 'Erick']])","dict_values([('Dylan Borrero', 'Diego Costa')])",62,"dict_values([('Keno', 'Ignacio Fernández')])",62,"dict_values([('Jair', 'Tchê Tchê')])",76,"dict_values([('Hulk', 'Eduardo Sasha')])",76,"dict_values([('Federico Zaracho', 'Calebe')])",82,"dict_values([('Geovane', 'Gabriel Lacerda')])",45,"dict_values([('Airton', 'Rick')])",45,"dict_values([('Cléber', 'Stiven Mendoza')])",69,"dict_values([('Lima', 'Pedrinho')])",69,"dict_values([('Vinícius', 'Gabriel Santos')])",84
234,dict_values(['Fluminense']),dict_values(['Marcão']),dict_values(['Atl']),dict_values(['Eduardo Barroca']),dict_values(['0']),dict_values(['0']),"dict_values([['Marcos Felipe', 'Samuel Xavier', 'Luccas Claro', 'Nonato', 'Fred', 'Danilo Barcelos', 'Yago', 'Nino', 'Luiz Henrique', 'André', 'Caio Paulista']])","dict_values([['Fernando Miguel', 'Luis Eduardo Marques dos Santos', 'Wanderson', 'Eder', 'Willian Maranhão', 'Igor Cariús', 'André Luis', 'Matheus Barbosa', 'Zé Roberto', 'João Paulo Alves', 'Ronald']])","dict_values([['Pedro Rangel', 'Wellington Martins', 'Lucca', 'Raúl Bobadilla', 'Jhon Arias', 'John Kennedy', 'Manoel', 'Gustavo', 'Marlon', 'Lucas Felipe Calegari', 'Matheus Martinelli', 'David Braz']])","dict_values([['Luan Polli', 'Arnaldo', 'Pedrão', 'Lucas Oliveira', 'Natanael', 'Gabriel Baralhas', 'Rickson', 'Brian Montenegro', 'Janderson']])","dict_values([('Nonato', 'Jhon Arias')])",45,"dict_values([('Caio Paulista', 'John Kennedy')])",64,"dict_values([('Fred', 'Raúl Bobadilla')])",74,"dict_values([('Luiz Henrique', 'Lucca')])",74,"dict_values([('André', 'Matheus Martinelli')])",79,"dict_values([('Luis Eduardo Marques dos Santos', 'Arnaldo')])",8,"dict_values([('Matheus Barbosa', 'Gabriel Baralhas')])",45,"dict_values([('Ronald', 'Janderson')])",63,"dict_values([('Zé Roberto', 'Brian Montenegro')])",63,"dict_values([('André Luis', 'Natanael')])",83
235,dict_values(['Atl']),dict_values(['Alberto Valentim']),dict_values(['Bahia']),dict_values(['Guto Ferreira']),dict_values(['0']),dict_values(['2']),"dict_values([['Santos', 'Marcinho', 'Nicolas', 'Nikão', 'Guilherme Bissoli', 'Richard', 'Erick', 'Zé Ivaldo', 'Pedro Henrique', 'Thiago Heleno', 'David Terans']])","dict_values([['Danilo Fernandes', 'Nino Paraíba', 'Luiz Otávio', 'Danielzinho', 'Gilberto', 'Gustavo Henrique', 'Rai', 'Lucas Mugni', 'Juninho Capixaba', 'Patrick de Lucca', 'Matheus Bahia']])","dict_values([['Bento', 'Nicolás Hernández', 'Márcio Azevedo', 'Khellven', 'Léo Cittadini', 'Jáderson', 'Pedrinho', 'Pedro Rocha Neves', 'Lucas Fasson', 'Renato Kayser', 'Christian', 'Carlos Eduardo']])","dict_values([['Matheus Teixeira', 'Mateus Claus', 'Ligger', 'Rodriguinho Marinho', 'Óscar Ruiz', 'Raniele', 'Eugenio Isnaldo', 'Thonny Anderson', 'Edson', 'Renan Guedes', 'Luizão', 'Ronaldo Cesar']])","dict_values([('David Terans', 'Pedro Rocha Neves')])",58,"dict_values([('Zé Ivaldo', 'Pedrinho')])",58,"dict_values([('Richard', 'Renato Kayser')])",67,"dict_values([('Guilherme Bissoli', 'Christian')])",67,"dict_values([('Marcinho', 'Khellven')])",82,"dict_values([('Rai', 'Ronaldo Cesar')])",66,"dict_values([('Danielzinho', 'Edson')])",66,"dict_values([('Matheus Bahia', 'Eugenio Isnaldo')])",71,"dict_values([('Patrick de Lucca', 'Raniele')])",77,"dict_values([('Lucas Mugni', 'Rodriguinho Marinho')])",77
236,dict_values(['Fortaleza']),dict_values(['Juan Pablo Vojvoda']),dict_values(['Flamengo']),dict_values(['Renato Gaúcho']),dict_values(['0']),dict_values(['3']),"dict_values([['Felipe Alves Raymundo', 'Guilherme Tinga', 'Wellington Paulista', 'Lucas Crispim', 'Éderson', 'Ronald', 'Jussa', 'Edinho', 'Yago Pikachu', 'Lucas Lima', 'Titi']])","dict_values([['Gabriel Batista', 'Rodrigo Caio', 'Léo Pereira', 'Willian Arão', 'Thiago Maia', 'Vitinho', 'Filipe Luís', 'Andreas Pereira', 'Michael', 'Pedro', 'Matheuzinho']])","dict_values([['Marcelo Boeck', 'Jackson de Souza', 'Robson', 'Osvaldo', 'Felipe', 'David', 'Ángelo Henríquez', 'Romarinho', 'Daniel Guedes', 'Bruno Melo', 'Valentín Depietri', 'Matheus de Vargas']])","dict_values([['César', 'Hugo Souza', 'Renê', 'Lázaro', 'Rodinei', 'Bruno Viana', 'Kenedy', 'João Gomes', 'Ramon', 'Cleiton', 'Vitor Gabriel']])","dict_values([('Jussa', 'Jackson de Souza')])",31,"dict_values([('Edinho', 'David')])",45,"dict_values([('Lucas Lima', 'Felipe')])",59,"dict_values([('Wellington Paulista', 'Robson')])",59,"dict_values([('Lucas Crispim', 'Bruno Melo')])",82,"dict_values([('Vitinho', 'Kenedy')])",66,"dict_values([('Rodrigo Caio', 'Bruno Viana')])",73,"dict_values([('Thiago Maia', 'João Gomes')])",73,"dict_values([('Michael', 'Rodinei')])",82,"dict_values([('Andreas Pereira', 'Lázaro')])",82
237,dict_values(['Juventude']),dict_values(['Marquinhos Santos']),dict_values(['América']),dict_values(['Vágner Mancini']),dict_values(['1']),dict_values(['1']),"dict_values([['Douglas Friedrich', 'Ricardo Bueno', 'Paulinho', 'Rafael Forster', 'Jadson', 'Vitor Mendes', 'William Matheus', 'Marcos Vinicios', 'Dawhan', 'Michel', 'Guilherme Carvalho']])","dict_values([['MG', 'Matheus Cavichioli', 'Diego', 'Eduardo Gabriel', 'Ribamar', 'Juninho', 'Ademir Santos', 'Felipe Azevedo', 'Lucas Kal', 'Ale', 'Ricardo Silva']])","dict_values([['Marcelo Carné', 'Juan Quintero', 'Ricardinho', 'Capixaba', 'Wescley', 'Roberson', 'Wágner', 'Chico', 'Bruninho', 'Guilherme Santos', 'Vinicius José Ignácio', 'Paulo Henrique']])","dict_values([['Banco', 'Airton Moraes', 'Anderson Jesus', 'Alan Ruschel', 'Rodolfo', 'Fabrício', 'João Paulo', 'Chrigor Flore', 'Ramon', 'Juninho', 'Yan Sasse', 'Marcelo Toscano', 'Geovane']])","dict_values([('Jadson', 'Wescley')])",69,"dict_values([('Paulinho', 'Capixaba')])",79,"dict_values([('Michel', 'Paulo Henrique')])",86,"dict_values([('Marcos Vinicios', 'Bruninho')])",86,dict_values([]),[],"dict_values([('Felipe Azevedo', 'Rodolfo')])",72,"dict_values([('Ribamar', 'Fabrício')])",72,"dict_values([('Diego', 'Anderson Jesus')])",83,"dict_values([('Ademir Santos', 'Marcelo Toscano')])",89,"dict_values([('Ale', 'Juninho')])",89
238,dict_values(['Palmeiras']),dict_values(['Abel Ferreira']),dict_values(['Bragantino']),dict_values(['Maurício Barbieri']),dict_values(['2']),dict_values(['4']),"dict_values([['Jailson', 'Renan', 'Benjamín Kuscevic', 'Patrick de Paula', 'Jorge', 'Rony', 'Wesley', 'Luan Garcia', 'Danilo Barbosa', 'Raphael Veiga', 'Dudu']])","dict_values([['Cleiton Schwengber', 'Jadsom', 'Artur', 'Aderlan Silva', 'Fabrício Bruno', 'Ytalo', 'Eric Ramires', 'Natan', 'Bruno Praxedes', 'Tomás Cuello', 'Luan Cândido']])","dict_values([['Vinicius Silvestre', 'Luiz Adriano', 'Gustavo Scarpa', 'Deyverson', 'Breno', 'Victor Luis', 'Veron', 'García', 'Matheus Fernandes', 'Michel']])","dict_values([['Júlio César', 'Leonardo Realpe', 'Leo Ortiz', 'Alerrandro', 'Helio Junio', 'Weverton', 'Weverson', 'Guilherme Almeida Augusto', 'Pedrinho', 'Cristiano Japa', 'Emiliano Martínez', 'Gonzalo']])","dict_values([('Wesley', 'Veron')])",45,"dict_values([('Danilo Barbosa', 'Luiz Adriano')])",58,"dict_values([('Jorge', 'Gustavo Scarpa')])",80,"dict_values([('Benjamín Kuscevic', 'Breno')])",80,"dict_values([('Rony', 'Deyverson')])",86,"dict_values([('Bruno Praxedes', 'Helio Junio')])",64,"dict_values([('Aderlan Silva', 'Leo Ortiz')])",79,"dict_values([('Tomás Cuello', 'Leonardo Realpe')])",88,"dict_values([('Ytalo', 'Gonzalo')])",88,dict_values([]),[]
239,dict_values(['Internacional']),dict_values(['Diego Aguirre']),dict_values(['Chapecoense']),dict_values(['Pintado']),dict_values(['5']),dict_values(['2']),"dict_values([['Daniel', 'Taison', 'Yuri Alberto', 'Rodrigo Dourado', 'Víctor Cuesta', 'Rodrigo Lindoso', 'Moisés', 'Bruno Méndez', 'Renzo Saravia', 'Mauricio', 'Patrick']])","dict_values([['João Paulo', 'Matheus Ribeiro', 'Moisés Ribeiro', 'Bruno Silva', 'Mike', 'Ignácio', 'Renê Júnior', 'Geuvânio', 'Jordan', 'Mancha', 'Denner']])","dict_values([['Marcelo Lomba', 'Heitor', 'Kaique Rocha', 'Gustavo Maia', 'Matheus Cadorini', 'Gabriel Boschilia', 'Paulo Victor', 'Gabriel Mercado', 'Johnny Cardoso', 'Zé Gabriel', 'Caio Vidal', 'Juan Cuesta']])","dict_values([['Igor Henrique', 'Laércio', 'Busanello', 'Ronei', 'Marquinho', 'Anderson Leite', 'Ezequiel', 'Lima', 'Rodriguinho', 'Felipe Silva', 'Kaio Nunes']])","dict_values([('Rodrigo Dourado', 'Gabriel Boschilia')])",45,"dict_values([('Yuri Alberto', 'Matheus Cadorini')])",45,"dict_values([('Renzo Saravia', 'Heitor')])",45,"dict_values([('Patrick', 'Gustavo Maia')])",59,"dict_values([('Taison', 'Paulo Victor')])",70,"dict_values([('Renê Júnior', 'Anderson Leite')])",11,"dict_values([('Denner', 'Lima')])",45,"dict_values([('Mancha', 'Busanello')])",66,"dict_values([('Geuvânio', 'Marquinho')])",66,"dict_values([('Moisés Ribeiro', 'Kaio Nunes')])",82
